2.459945500000000000e+06 1.807160874914322076e-06 1.344423468541018889e-04 -4.225305826051131957e-04 1.891581289332941904e-05 -2.003221595098637905e-05 -7.613391179721804827e-05
2.459945500694443937e+06 1.820300010026554057e-06 1.344284322430688058e-04 -4.225834361186353756e-04 1.892489605671124927e-05 -2.004186251717359919e-05 -7.608420810523889124e-05
2.459945501388888806e+06 1.833445452530146926e-06 1.344145109357543081e-04 -4.226362551177013753e-04 1.893397818018958159e-05 -2.005150124218924945e-05 -7.603451016268032714e-05
2.459945502083333209e+06 1.846597201702402008e-06 1.344005829376020123e-04 -4.226890396063019803e-04 1.894305926219525018e-05 -2.006113213063990836e-05 -7.598481796343940905e-05
2.459945502777778078e+06 1.859755256819529015e-06 1.343866482540524991e-04 -4.227417895884232057e-04 1.895213930115887917e-05 -2.007075518712815983e-05 -7.593513150141862462e-05
2.459945503472222015e+06 1.872919617156647949e-06 1.343727068905429070e-04 -4.227945050680472177e-04 1.896121829551090975e-05 -2.008037041625270836e-05 -7.588545077052592314e-05
2.459945504166666884e+06 1.886090281987788896e-06 1.343587588525073926e-04 -4.228471860491520083e-04 1.897029624368160012e-05 -2.008997782260828077e-05 -7.583577576467470205e-05
2.459945504861110821e+06 1.899267250585892018e-06 1.343448041453768874e-04 -4.228998325357109073e-04 1.897937314410098148e-05 -2.009957741078571096e-05 -7.578610647778373911e-05
2.459945505555556156e+06 1.912450522222807983e-06 1.343308427745789073e-04 -4.229524445316935042e-04 1.898844899519892921e-05 -2.010916918537190932e-05 -7.573644290377723313e-05
2.459945506250000093e+06 1.925640096169296059e-06 1.343168747455380954e-04 -4.230050220410648890e-04 1.899752379540509841e-05 -2.011875315094986959e-05 -7.568678503658483100e-05
2.459945506944444031e+06 1.938835971695022838e-06 1.343029000636757877e-04 -4.230575650677861942e-04 1.900659754314898160e-05 -2.012832931209868916e-05 -7.563713287014153287e-05
2.459945507638888899e+06 1.952038148068569018e-06 1.342889187344102034e-04 -4.231100736158138905e-04 1.901567023685985102e-05 -2.013789767339358938e-05 -7.558748639838775991e-05
2.459945508333332837e+06 1.965246624557420929e-06 1.342749307631562004e-04 -4.231625476891007079e-04 1.902474187496678922e-05 -2.014745823940586138e-05 -7.553784561526930008e-05
2.459945509027778171e+06 1.978461400427973077e-06 1.342609361553254925e-04 -4.232149872915948771e-04 1.903381245589872965e-05 -2.015701101470293043e-05 -7.548821051473732170e-05
2.459945509722222108e+06 1.991682474945532800e-06 1.342469349163268933e-04 -4.232673924272407255e-04 1.904288197808435843e-05 -2.016655600384836949e-05 -7.543858109074835989e-05
2.459945510416666977e+06 2.004909847374313070e-06 1.342329270515659097e-04 -4.233197630999780813e-04 1.905195043995220922e-05 -2.017609321140184840e-05 -7.538895733726433011e-05
2.459945511111110914e+06 2.018143516977437151e-06 1.342189125664446873e-04 -4.233720993137427067e-04 1.906101783993061915e-05 -2.018562264191918129e-05 -7.533933924825244688e-05
2.459945511805555783e+06 2.031383483016933940e-06 1.342048914663623903e-04 -4.234244010724659731e-04 1.907008417644773902e-05 -2.019514429995230968e-05 -7.528972681768533216e-05
2.459945512500000186e+06 2.044629744753745169e-06 1.341908637567150930e-04 -4.234766683800756195e-04 1.907914944793154006e-05 -2.020465819004936003e-05 -7.524012003954090697e-05
2.459945513194445055e+06 2.057882301447716930e-06 1.341768294428955898e-04 -4.235289012404946148e-04 1.908821365280979020e-05 -2.021416431675456923e-05 -7.519051890780244554e-05
2.459945513888888992e+06 2.071141152357606033e-06 1.341627885302933956e-04 -4.235810996576420788e-04 1.909727678951007103e-05 -2.022366268460838964e-05 -7.514092341645850763e-05
2.459945514583332930e+06 2.084406296741076192e-06 1.341487410242952062e-04 -4.236332636354327944e-04 1.910633885645981168e-05 -2.023315329814738065e-05 -7.509133355950300623e-05
2.459945515277777798e+06 2.097677733854698022e-06 1.341346869302844106e-04 -4.236853931777774789e-04 1.911539985208620071e-05 -2.024263616190431032e-05 -7.504174933093513979e-05
2.459945515972222202e+06 2.110955462953951164e-06 1.341206262536410912e-04 -4.237374882885827838e-04 1.912445977481631149e-05 -2.025211128040810119e-05 -7.499217072475937874e-05
2.459945516666667070e+06 2.124239483293223006e-06 1.341065589997422942e-04 -4.237895489717510237e-04 1.913351862307697006e-05 -2.026157865818390143e-05 -7.494259773498557382e-05
2.459945517361111008e+06 2.137529794125807842e-06 1.340924851739621118e-04 -4.238415752311801765e-04 1.914257639529486015e-05 -2.027103829975302043e-05 -7.489303035562875287e-05
2.459945518055554945e+06 2.150826394703906871e-06 1.340784047816713021e-04 -4.238935670707644253e-04 1.915163308989645881e-05 -2.028049020963295935e-05 -7.484346858070929696e-05
2.459945518749999814e+06 2.164129284278629040e-06 1.340643178282373976e-04 -4.239455244943937250e-04 1.916068870530809065e-05 -2.028993439233744156e-05 -7.479391240425279134e-05
2.459945519444444217e+06 2.177438462099991049e-06 1.340502243190251120e-04 -4.239974475059538018e-04 1.916974323995586003e-05 -2.029937085237639913e-05 -7.474436182029013383e-05
2.459945520138889086e+06 2.190753927416914809e-06 1.340361242593957980e-04 -4.240493361093262080e-04 1.917879669226572900e-05 -2.030879959425596940e-05 -7.469481682285745354e-05
2.459945520833333023e+06 2.204075679477232944e-06 1.340220176547076098e-04 -4.241011903083884843e-04 1.918784906066345973e-05 -2.031822062247851874e-05 -7.464527740599612442e-05
2.459945521527777892e+06 2.217403717527678207e-06 1.340079045103156929e-04 -4.241530101070138887e-04 1.919690034357463142e-05 -2.032763394154264930e-05 -7.459574356375275168e-05
